step,init_q,running_discounted_reward,running_reward,running_time
22800,644.037353515625,-238.85098266601562,-239.74302673339844,95.62667083740234
22900,644.037353515625,-226.27894592285156,-225.94342041015625,93.8355712890625
23000,644.037353515625,-200.3578338623047,-197.56419372558594,91.2656478881836
23100,644.037353515625,-160.89645385742188,-155.9919891357422,87.541259765625
23200,644.037353515625,-93.5976791381836,-86.79732513427734,82.09368896484375
23300,644.037353515625,-84.6624755859375,-76.67877197265625,81.78669738769531
23400,644.037353515625,-41.203330993652344,-31.8094482421875,77.58924865722656
23500,644.037353515625,1.1991266012191772,11.776023864746094,74.42406463623047
23600,644.037353515625,-18.12104606628418,-7.335426330566406,74.6952133178711
23700,644.037353515625,-60.43492126464844,-51.81170654296875,78.41493225097656
23800,644.037353515625,-49.868446350097656,-40.64846420288086,77.34447479248047
23900,644.037353515625,-88.3099136352539,-80.68971252441406,80.67339324951172
24000,644.037353515625,-73.87989044189453,-65.18451690673828,79.6269760131836
24100,644.037353515625,-52.10387420654297,-42.54450988769531,77.57292938232422
24200,644.037353515625,-31.414100646972656,-20.861371994018555,75.88706970214844
24300,644.037353515625,-99.1090087890625,-91.49256896972656,81.65057373046875
24400,644.037353515625,-99.21793365478516,-91.31961059570312,82.00714874267578
24500,644.037353515625,-94.96095275878906,-85.9904556274414,81.16887664794922
24600,644.037353515625,-99.6819076538086,-90.9434585571289,81.20240783691406
24700,644.037353515625,-72.03578186035156,-62.59173583984375,78.45378875732422
24800,644.037353515625,-59.65053176879883,-49.136661529541016,78.4753189086914
24900,644.037353515625,-46.8983268737793,-36.34325408935547,76.10990142822266
25000,644.037353515625,-17.075443267822266,-5.717662811279297,73.23710632324219
25100,644.037353515625,-20.901885986328125,-8.968891143798828,74.75648498535156
25200,644.037353515625,-5.330443859100342,7.563815593719482,72.65534210205078
25300,644.037353515625,-8.077690124511719,4.9220662117004395,73.20199584960938
25400,644.037353515625,0.24216917157173157,13.703202247619629,72.33480072021484
25500,644.037353515625,21.186017990112305,33.317298889160156,72.33479309082031
25600,644.037353515625,55.12969207763672,68.27252197265625,69.62979125976562
25700,644.037353515625,7.382352352142334,19.384952545166016,73.96588897705078
25800,644.037353515625,59.05371856689453,71.51445770263672,69.43775177001953
25900,644.037353515625,20.336740493774414,31.372028350830078,72.75257110595703
26000,644.037353515625,19.801515579223633,31.98964500427246,72.67986297607422
26100,644.037353515625,-5.0748515129089355,5.2894158363342285,75.22857666015625
26200,644.037353515625,-2.8649935722351074,7.653944969177246,75.00634765625
26300,644.037353515625,33.55055236816406,44.87746047973633,72.06969451904297
26400,644.037353515625,28.89824867248535,41.17660903930664,71.89700317382812
26500,644.037353515625,71.34293365478516,84.5337142944336,68.62667083740234
26600,644.037353515625,76.89905548095703,90.32526397705078,67.5605697631836
26700,644.037353515625,52.632572174072266,64.86035919189453,69.98686981201172
26800,644.037353515625,52.99856948852539,66.06159210205078,70.06815338134766
26900,644.037353515625,24.963558197021484,36.818443298339844,71.87293243408203
27000,644.037353515625,44.49447250366211,57.128787994384766,70.29442596435547
27100,644.037353515625,38.946502685546875,52.225257873535156,70.79480743408203
27200,644.037353515625,34.87483596801758,48.02124786376953,71.13481903076172
27300,644.037353515625,1.4696860313415527,11.982686042785645,74.29167175292969
27400,644.037353515625,9.838116645812988,21.491294860839844,74.0033187866211
27500,644.037353515625,72.73500061035156,85.33740234375,69.1552505493164
27600,644.037353515625,93.71566772460938,106.9288558959961,67.5111083984375
27700,644.037353515625,116.7627182006836,131.07275390625,64.61559295654297
27800,644.037353515625,113.30890655517578,127.69647216796875,64.94979095458984
27900,644.037353515625,154.73841857910156,169.25628662109375,60.780677795410156
28000,644.037353515625,143.9840545654297,158.58596801757812,62.02470779418945
28100,644.037353515625,154.66445922851562,169.0568389892578,61.66343307495117
28200,644.037353515625,193.60926818847656,208.28855895996094,58.33889389038086
28300,644.037353515625,167.44187927246094,182.6455535888672,60.473934173583984
28400,644.037353515625,155.75531005859375,171.31565856933594,60.43584060668945
28500,644.037353515625,181.73983764648438,197.41624450683594,58.11456298828125
28600,644.037353515625,156.51480102539062,172.3045654296875,60.558834075927734
28700,644.037353515625,140.27740478515625,155.4944305419922,62.08881378173828
28800,644.037353515625,147.60791015625,163.1435089111328,61.70265197753906
28900,644.037353515625,105.29097747802734,118.60115051269531,65.64968872070312
29000,644.037353515625,80.74188995361328,92.903076171875,67.96884155273438
29100,644.037353515625,82.89422607421875,96.20002746582031,67.98941040039062
29200,644.037353515625,61.24998092651367,74.78329467773438,69.15044403076172
29300,644.037353515625,77.099365234375,90.41851043701172,68.21502685546875
29400,644.037353515625,90.83451843261719,105.01252746582031,66.8704833984375
29500,644.037353515625,51.66358947753906,65.39114379882812,70.29061126708984
29600,644.037353515625,66.09503936767578,80.04817199707031,69.54691314697266
29700,644.037353515625,82.04598999023438,96.34014892578125,67.99090576171875
29800,644.037353515625,69.4298095703125,83.36219787597656,69.29679870605469
29900,644.037353515625,73.19371795654297,87.20040893554688,68.62393188476562
30000,644.037353515625,124.88668823242188,139.81214904785156,64.27469635009766
30100,644.037353515625,115.48302459716797,130.16204833984375,64.68389129638672
30200,644.037353515625,147.89703369140625,162.64024353027344,61.009761810302734
30300,644.037353515625,172.75819396972656,187.60687255859375,58.61787033081055
30400,644.037353515625,197.51028442382812,213.4144744873047,57.38241195678711
30500,644.037353515625,214.079833984375,229.93699645996094,55.846744537353516
30600,644.037353515625,222.14952087402344,238.4051055908203,55.10551071166992
30700,644.037353515625,221.95181274414062,238.35255432128906,55.81858444213867
30800,644.037353515625,234.08534240722656,250.6528778076172,54.29231262207031
30900,644.037353515625,210.19818115234375,227.3677978515625,56.92424774169922
31000,644.037353515625,200.62644958496094,218.77642822265625,57.89979934692383
31100,644.037353515625,221.0419158935547,238.5493927001953,55.066917419433594
31200,644.037353515625,202.54229736328125,219.65335083007812,56.174373626708984
31300,644.037353515625,162.98870849609375,179.1278839111328,59.83487319946289
31400,644.037353515625,155.98593139648438,172.31297302246094,60.98167419433594
31500,644.037353515625,176.73255920410156,193.4224090576172,59.17319869995117
31600,644.037353515625,159.32374572753906,175.14749145507812,60.518245697021484
31700,644.037353515625,187.93727111816406,203.7071990966797,57.84248352050781
31800,644.037353515625,175.14263916015625,191.5382843017578,59.028324127197266
31900,644.037353515625,175.49195861816406,191.95626831054688,59.14628601074219
32000,644.037353515625,175.67701721191406,191.54331970214844,58.8031005859375
32100,644.037353515625,170.52920532226562,186.1469268798828,59.656307220458984
32200,644.037353515625,178.70347595214844,194.6797637939453,59.46320343017578
32300,644.037353515625,186.48321533203125,202.54898071289062,58.29788589477539
32400,644.037353515625,150.52511596679688,166.5170440673828,61.3630256652832
32500,644.037353515625,143.3126983642578,159.09600830078125,62.09225082397461
32600,644.037353515625,141.14697265625,157.7823028564453,61.9644660949707
